Job Title,Comapny Name,Location,Job Description,Link
Data Scientist,TS Imagine,"Montréal, QC","TS Imagine a global leader in providing trading and risk analytics is looking for quantitative data scientists (2) to join its London, New York, or Montreal offices.You'll bring your quantitative skills in mathematics, statistics, and data science to the role of solving the next generation of quantitative front office trading and middle office risk management data science problems.M.S. or PhD preferred in data science, mathematics, the physical sciences, or engineering preferred.Strong analytical skills and familiarity with Python NumPy/ SciPy are required.Deep knowledge of financial markets a definite plus.Embedded into our Data Management team you'll be required to communicate requirements and solutions to team leads and coordinate rollout of new front and middle office trading and risk management data solutions.Excellent oral and written communication skills are required.Knowledge of C++ is a definite plus for maintaining and optimizing legacy backend analytics processing routines.About TS ImagineCreated out of the combination of two best-in-class SaaS platforms, TradingScreen and Imagine Software, TS Imagine delivers integrated trading, portfolio and real-time risk solutions for capital markets. The platform is uniquely positioned to streamline complex and time-consuming workflows across front, middle, and back office functions. TS Imagine has close to 400 employees in 10 offices worldwide, serving approximately 500 global buy-side and sell-side institutions across North and South America, EMEA, and Asia Pacific including hedge funds, traditional asset managers, pension funds, mutual funds, and financial institutions.We challenge our employees every day to think creatively and innovate across silos and across platforms.Join us!",https://ca.indeed.com/rc/clk?jk=85bde53fd1dabc3e&fccid=b6fa77b4565b9bca&vjs=3
Sr. Business and Data Analyst,Royal Bank of Canada,"Toronto, ON","Come Work with Us!At RBC, our culture is deeply supportive and rich in opportunity and reward. You will help our clients thrive and our communities prosper, empowered by a spirit of shared purpose.Whether you’re helping clients find new opportunities, developing new technology, or providing expert advice to internal partners, you will be doing work that matters in the world, in an environment built on teamwork, service, responsibility, diversity, and integrity.Job TitleSr. Business and Data AnalystJob DescriptionWHAT IS THE OPPORTUNITY?The Global Cyber Security Business Analytics team is undertaking multiple complex initiatives as part of RBC’s ongoing plan to improve the existing security processes and related governance across the organization. In this role you will be responsible for the documentation of current state, identification and quantification of improvement opportunities based on root cause and support the implementation of such changes. Driven by technology and fueled by innovation you will work with a team of Subject Matter Express to address process inefficiencies, search for automation opportunities and implementation of the latest technologies.WHAT WILL YOU DO?Develop business requirements documents, requirements traceability documents, test cases and test scripts using Microsoft Office or other industry standard toolsWork with stakeholders to identify business processes, roles within those processes, and develop workflow diagrams with multiple swim lanesCollaborate with business users to understand their challenges and be able to solve those challenges by leveraging business systems and technologyDevelop and present a complex documentation for Auditors and RegulatorsWork closely with data scientists, data owners and stewards, software developers, project managers, and systems testers to translate data governance requirements into successful business deliveriesAnalyze and document scope of the business solution and detailed business and system solutions requirements using enterprise-standard requirements methodologies.Lead requirements prioritization and leverage techniques to drive out business value.WHAT DO YOU NEED TO SUCCEED?Must haveUniversity Degree or College Diploma related to Business or CommerceStrong Regulatory Compliance Experience, SDLC, Agile and Project Management skills with the ability to drive initiatives from initiation through release3-5 years financial industry experienceProficient computer skills including MS Office with emphasis on MS Excel, and working with databases; experience with MS Access or SQL Server an assetDemonstrated ability in written and oral communication skills along with strong presentation skills, organizational, project management and time management capabilities.Nice-to-haveLean Six Sigma Black Belt or equivalent certificationPMP, Scrum Master certificationGreat Analytical skills and Data-driven approachStrategic thinker with excellent interpersonal skills to work across functions and businessesWhat’s in it for you?We thrive on the challenge to be our best, progressive thinking to keep growing, and working together to deliver trusted advice to help our clients thrive and communities prosper. We care about each other, reaching our potential, making a difference to our communities, and achieving success that is mutual.A comprehensive Total Rewards Program including bonuses and flexible benefits, competitive compensation, commissions, and stock where applicableLeaders who support your development through coaching and managing opportunitiesAbility to make a difference and lasting impactWork in a dynamic, collaborative, progressive, and high-performing teamA world-class training program in financial servicesFlexible work/life balance optionsOpportunities to do challenging workRBC requires as a condition of employment that all successful candidates in the United States and Canada be fully vaccinated against COVID-19 prior to their start date, and may require proof of the same. Reasonable accommodation is available where required by law.RBC exige, à titre de condition d’emploi, que tous les candidats retenus aux États-Unis ou au Canada soient entièrement vaccinés contre la COVID-19 avant leur date d’entrée en fonction. Il est possible qu’ils aient à présenter une preuve vaccinale. Des mesures raisonnables d’adaptation sont offertes lorsque la loi l’exigeJob SummaryAddress:TORONTO, Ontario, CanadaCity:CAN-ON-TORONTOCountry:CanadaWork hours/week:37.5Employment Type:Full timePlatform:Technology and OperationsJob Type:RegularPay Type:SalariedPosted Date:2022-03-24-07:00Application Deadline:Inclusion and Equal Opportunity EmploymentAt RBC, we embrace diversity and inclusion for innovation and growth. We are committed to building inclusive teams and an equitable workplace for our employees to bring their true selves to work. We are taking actions to tackle issues of inequity and systemic bias to support our diverse talent, clients and communities.We also strive to provide an accessible candidate experience for our prospective employees with different abilities. Please let us know if you need any accommodations during the recruitment process.Join our Talent CommunityStay in-the-know about great career opportunities at RBC. Sign up and get customized info on our latest jobs, career tips and Recruitment events that matter to you.Expand your limits and create a new future together at RBC. Find out how we use our passion and drive to enhance the well-being of our clients and communities at rbc.com/careers.",https://ca.indeed.com/rc/clk?jk=8e4a56b601f08a2d&fccid=537b899e30af3338&vjs=3
Data Scientist Analytics,Heyday AI,"Remote in Montréal, QC","What we doHeyday is on a mission to revolutionize commerce by helping retailers bring their in-store experience online. Our conversational AI platform helps brands sell and support shoppers from a distance with a powerful blend of AI-powered automation, live chat and video consultations. With Heyday, brands can grow eCommerce sales, speed up customer support, and deliver a truly frictionless omnichannel customer experience.Who you’ll be working withAt Heyday, we're a fun mix of passionate and smart developers, designers, marketers, product managers, salespeople, and analysts. With our diverse skills and expertise, we work together as one team, while doing our best work. Here we emphasize collaboration, transparency, integrity and empathy.What you’ll doYou’ll build serverless microservices and design data architecture in an environment where AI and chatbots reign supreme.Your main responsibilities:As a Data Science Analytics Engineer you’ll build the data foundation for reporting, analysis, experimentation, and machine learning at Heyday. We are looking for someone with expertise in metric development, data modeling, SQL, Python, and large scale distributed data processing frameworks like Presto (AWS Athena) or Spark (AWS Glue). Using these tools, you will transform data from data warehouse tables into valuable data artifacts that power impactful analytic use cases (e.g. metrics, dashboards). You will sit at the intersection of data science and data engineering, and work collaboratively to achieve highly impactful outcomes.Data can transform how a company operates; high data quality and tooling is the biggest lever to achieving that transformation. You will make that happen.‍Understand data needs by interfacing with fellow data scientists, data engineers, and business partnersArchitect, build, and launch efficient & reliable new data models and pipelines in partnership with the Analytics TeamDesign, define, and implement metrics and dimensions to enable analysis and predictive modelingBecome a data expert in your business domain and own data qualityBuild tools for auditing, error logging, and validating data tablesBuild and improve data tooling in partnership with internal Data Platform teamsDesign and develop dashboards to enable self-serve data consumptionWhat you’ll needYou have a passion for high data quality and scaling data science workYou are an expert in at least one programming language for data analysis (e.g. Python, R)You have strong skills in SQL and distributed system optimization (e.g. Spark, Presto, Hadoop, Hive)You have experience in schema design and dimensional data modelingYou have experience using AWS (Glue, MWAA, Athena, etc.)You have the ability to perform basic statistical analysis to inform business decisionsYou have the ability to succeed in both collaborative and independent work environmentsYou are detail oriented and excited to learn new skills and toolsYou are able to work in English and/or in FrenchIn other words, you are a motivated, professional person who loves teamwork and is always on the lookout for innovative ideas and solutions. You offer inspired ideas to help promote the continued growth and excellence of your team. Above all, you love changes and a dynamic work environment!If you are interested in this position but do not meet all the requirements, do not hesitate to get in touch and explain what interests you about this opportunity and how your experience is relevant to the role!Be sure to follow us on LinkedIn, Facebook, Twitter and AngelList to stay up to date on any new Heyday career opportunities.Why Join Heyday?You’ll work on an innovative product. You’ll learn new skills and grow your expertise while being constantly challenged in a fast-paced work environment. But you won’t do it all alone, and you’ll be able to count on the support of your team to help you do your best work! Although we are a fast-growing start-up, we understand the importance of having a work-life balance, and you'll be surprised to see how much we can accomplish while remaining calm and positive :)To ensure your well-being at Heyday, here's what we offer:Group insurance including Dialogue (telemedicine application) from day one and paid 50% by Heyday!Here, everyone starts with 3 weeks of vacation.Of course, flexible work hours ;)We are currently working remote, but when it's safe again, you'll enjoy working on the 14th floor of a building that offers a breathtaking view of Mont-Royal and downtown - at the corner of Saint-Laurent & Rachel!We thank all applicants for their interest; and we will do our best to reply to all of you in a timely manner.Differences help us growHeyday is an equal opportunity employer that values diversity. Here you will feel like you belong regardless of your ethnicity, religion, colour, national origin, gender, sexual orientation, age, marital or disability status. We seek different perspectives, experiences and opinions. We embrace diversity because we genuinely believe that it helps us grow and innovate.Let us know if you’ll require assistance during the application process.",https://ca.indeed.com/rc/clk?jk=8104b181c9b40c56&fccid=4fe7afd2f7cc8be5&vjs=3
Data Scientist,Bayer,"Mississauga, ON","Bayer is a global enterprise with core competencies in the Life Science fields of health care and agriculture. Its products and services are designed to benefit people and improve their quality of life. At Bayer you have the opportunity to be part of a culture where we value the passion of our employees to innovate and give them the power to changeData ScientistYOUR TASKS AND RESPONSIBILITIESThe primary purpose of the position is to lead advanced analyses to enhance the business’ capabilities and performance in achieving overall goals and helping the organization to continue its evolution into an analytical and data-driven culture.Key Tasks:Able to organize and assess the effectiveness and accuracy of new data sources and data gathering techniques, as well as tools to monitor performanceAble to examine relevant data and quickly develop an analysis plan that will answer key business questions and create value for the clientSolid understanding of machine learning algorithms and advanced statistics such as: regression, time-series forecasting, clustering, decision trees, exploratory data analysis methodology, simulation, scenario analysis, modelling, optimization, unstructured data analysis, and neural networksImplement analyses using descriptive, predictive, and prescriptive models accordingly to improve business outcomes such as (optimal customer profiling, optimal customer engagement sequence, next best action, promotion response models, optimizing commercial investments)Pro-actively explore data to identify business questions that haven’t been asked yet and working with business partners to define business questions and requirements.Collaborate with different cross-functional teams to implement analysis plans, develop insights and communicate results in a simplistic mannerCollaborate closely with IT counterparts to ensure Analytics are adequately supported and roadmap is aligned with the IT TeamWHO YOU AREYour success will be driven by your demonstrations of our LIFE values. More specifically related to this position, Bayer seeks an incumbent who possess the following:Bachelor’s (MSc or PhD an asset) level in the field of Computer Science, Machine Learning, Applied Statistics, or Mathematics an asset. Specialized education in Data Science preferred.2+ years experience in a Data Science or related analytical or primarily data focused environment (preferably working with CRM and IQVIA data)2+ years experience in statistical modelling and machine learning techniques2+ years programming experience in at least two of the following languages: R, Python, Scala, SQL, SAS2+ years experience in applying data science methods to business problems2+ years experience in applying advanced analytical and statistical methods in the commercial world (exposure to Pharma)Good presentation and communication skills, with the ability to explain complex analytical concepts to people from other fieldsAbility to work in cross functional teamsAbility to handle multiple simultaneous projects, be highly organized able to prioritize and meet tight deadlinesSelf-motivated and proactiveBayer welcomes and encourages applications from people with disabilities. Candidates participating in our selection process requiring accommodation due to a disability or medical need are encouraged to notify the Bayer representative that they will be meeting with to ensure appropriate arrangements can be made.Location:Canada : Ontario : MississaugaDivision:PharmaceuticalsReference Code:351666",https://ca.indeed.com/rc/clk?jk=bdf8df408c48f38f&fccid=e08122e0e993cc32&vjs=3
Senior Data Scientist - Product Adoption,Workday,"Vancouver, BC","Do what you love. Love what you do.At Workday, we help the world’s largest organizations adapt to what’s next by bringing finance, HR, and planning into a single enterprise cloud. We work hard, and we’re serious about what we do. But we like to have fun, too. We put people first, celebrate diversity, drive innovation, and do good in the communities where we live and work.About the TeamDo you want to build an analytics platform that provides customer usage insights for Workday to deliver better, more targeted products and services? Do Do you want to build an analytics platform that provides customer usage insights for Workday to deliver better, more targeted products and services? Do you want to build an ML based feature uptake recommendation engine that enables our customers to maximize their value realization from Workday? Do you want to leverage the power of an extensive data set from over 9,500 customers and 265 million transactions per year? Do you want to be the foundational member of a team building an end to end adoption experience from the ground up with the latest technologies? Well, here is your chance to do all of those things as a key member of the Product Adoption team within Workday's extraordinary Product & Technology organization. We are passionate about innovation and not only demonstrate this in our technology and tools, but also in how we work together. We are passionate about winning by delivering solutions that delight - but always find time for fun and to celebrate each other's successes in work and life.About the RoleAbout the RoleAs a Data Scientist on the Product Adoption team, you will have the opportunity help build our Adoption Analytics application and deliver insights to a wide range of internal teams at Workday. You will use your expertise in data understanding, problem statement generation, and analytics to develop prototypes, insights, and presentations that help craft the path forward for product development. Product Adoption is deeply intertwined in everything we do at Workday from product design, to marketing campaigns, to sales strategy, etc. which requires a high level of cross functional partnership and exposure.Responsibilities:Work with appropriate product managers to define requirements of proposed analyses.Perform in-depth analytical analysis using your vast practical knowledge of statistics and machine learning that deliver insight the business can take action on.Iterate on analysis with other data scientists, product managers, and engineers to ensure the output is a result of partnership.Move data from disparate systems to provide the team with MVP prototypes.Present results to a wide variety of collaborators and advisors.This position reports to the Manager of Product Management - Product Adoption.About YouBasic Qualifications:Hands-on machine learning, advanced analytics, statistical modelling, and/or data science experience covering areas such as supervised/unsupervised learning, ensembles, time-series data analysis, forecasting modelling, neural networks, and NLP.Ability to take ambiguous problem definitions or business problems and define incremental analytical approaches that deliver data-driven practical insights that influence strategic decision making and program development.AWS stack (Redshift, Sagemaker), scripting languages (Python) and BI platforms (Tableau).Experience simplifying and promoting sophisticated concepts across the business through both unstructured and structured conversations and presentations.#LI-SS14Are you being referred to one of our roles? If so, ask your connection at Workday about our Employee Referral process!",https://ca.indeed.com/rc/clk?jk=36bfa9c05785f1d9&fccid=9ac45d217f8342a1&vjs=3
Senior Data Scientist - Forecasting,Finning International Inc.,"Calgary, AB","Company:Finning International Inc.Number of Openings:1Worker Type:PermanentPosition Overview:The Senior Data Scientist - Forecasting will be focused on solving real world business challenges and optimizing our business performance, with a particular emphasis on advanced analytics in the business forecasting space. They will rely on a strong background and love for time series forecasting, statistics, predictive modeling, machine learning, and optimization, and use these skills to deliver trusted solutions that the business can rely on for millions of dollars of operational purchases every month.Job Description:Implement cutting edge forecasting and predictive solutions tailored to our business needsWork with business stakeholders to understand their core problems and deliver solutions that solve their real needsUse cloud technology and distributed computing to deliver modern forecasts in a timely mannerBuild solutions that are reliable and robust, leveraging best practices in both software development and data scienceDrive relentlessly towards continuous improvement of the end solutionsQualifications:PhD or Masters graduate in Statistics, Mathematics, Computer Science, or other technical field from an accredited university5-10 years’ of post education experience, including at least 2 years of specific experience in business forecastingExceptional coding skill in either R or PythonFamiliar with using cloud technologies (we use Azure) for distributed computingStrong background in time series, business forecasting, and demand modelling, in addition to your strong background in core data science (predictive modelling, regression/classification, etc.)Great communicator, collaborator, and influencer, and you love working with business stakeholdersWe are committed to diversity at Finning, to building and sustaining a diverse and inclusive workforce and as an equal opportunity employer we encourage applications from all qualified individuals. Finning does not discriminate against applicants based on genders, races, national and ethnic origins, religions, ages, sexual orientation, marital and family status, and/or mental or physical disabilities.",https://ca.indeed.com/rc/clk?jk=5e67a44b42660ad5&fccid=2be2e0dbc5a42997&vjs=3
Senior Reporting and Data Analyst (title negotiable!),TalentSphere Staffing Solutions,"Hybrid remote in Brampton, ON","Job Title: Senior Reporting and Data Analyst (title negotiable!)Industry Sector: Heath CareLocation: HybridHourly Rate: $80,000-$90,000Our client in the healthcare / NPO sector is adding headcount!! This is a NEW role and an amazing opportunity!About the role:The candidate will provide dedicated financial analysis support for informed decision-making and planning purposes at the senior management and Board levels.Responsibilities include but are not limited to:Analyze the dataProvide strategic data analysis, research, and modeling including Risk based modelling, Predictive modelling, Facilities project trackingPrepare monthly financial statements, quarterly board report and ad-hoc project reporting.Analyze project performance and deliverables against requirements, validate plansAd-hoc requests from Board committees, CEO and senior management About the candidate:Bachelors Degree, MBA, CPA or pursuing.4+ years of experience in financial and risk analysis, financial modelling, financial reportingAbility to synthesize complex/disparate data into actionable information and a storyKnowledge of financial reporting and data mining toolsKnowledge of all areas of accounting, payroll, accounts receivable, accounts payable, journal entries and accrualsKnowledge of accounting systems, Expert Excel user, (Microsoft Dynamics would an asset)Excellent communication in the English language. Dutch would be an asset!TSSHP",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BbF-KjdQRNlRBoxYAUEmnFGruzAMHGeZxEvq_YdqVpahA1oeNqfcWILEC9MH4iEGlCv6RYp0z6VmO4KYFQGF5bXgmWoP4ETc9Uzo7Q1Z4C6zGJg7MnviqmJ2PDBrbaGAXRtQXUM5EXXoDTYVB5rr1grWGl_K0flj6APVf74eeuS2-oPoWc8Rtne0fx_R2dX_gQtLhdLbZUwZYuWGb1SVBi0fnznannAem9hFIJ2_hY8QMc08V9HSkK0-Zs8zNo7TAaCgzfuUYGMUAUl3pXVkmD6sUkgTMs1Gwpx1d3CmSa7FO5zHfw4xmz9ETW6HVDYpm4fA8eGnH1Ac-cISA04-tcfbXxjNgpNEVmCDJrhcv079SZd_6koBjHuoDbvRMwGyrJ6ENzBXgkyepET3EoOfQNNsX9sI0D9IYXaNNOvKpdgJf3mQCnfjhoKyRYaGd7YbwkzEUmTqPzwyn3Tykfz26psUd91rv1xV3J-nm1Bp0ZJfFGk0LN97R-zAkZ5uPxKESGyjG9BJQrRU3VuL5SjG0uCt0mUnGhJO3Fif1lbPMnMYY4n6jkceiC93Nf702OAVTWmv1dbWFYIjlLr5rSJ45TyGjPnDBe2adfyHRJS6DuGfbTv1dmoGn83akAlyKkMRs=&p=12&fvj=0&vjs=3
Data Scientist Intern - Summer 2022,Momentive,"Remote in Ottawa, ON","We are looking for a summer intern to join our product data science team to develop algorithms for important product initiatives for Momentive. We are equipped with rich product data ranging from text to image and video. We build ML models to solve customer issues. We work with Machine Learning engineers to ship models in production seamlessly. Therefore you will see the business impact of the models quickly. In the past, we have filed patents about our novel machine learning algorithms and productionized many AI models to help customers from survey creation to insight extraction, such as bias questions identification models to provide recommendations on rephrasing these questions, sentiment analysis models to reveal the emotions behind what respondents are thinking, and response quality models to suggest removing bad responses.You willDevelop novel machine learning algorithms on available dataEvaluate offline and online performance and communicate findings to your coworkersReceive great mentorship from a dedicated experienced data scientist to guarantee your successHave opportunities for filing patents and publications for the innovation work you will doYou havePursue a Masters or PhD in Machine Learning, Data Mining, AI, Statistics, Math or related discipline.Comfortable in building models and data manipulation, working with datasets, and deriving conclusions from data.Present complex analysis in a clear and precise manner, at a level appropriate for the audience.Experience with text analysis technologies such as natural language processing algorithms.Publications, patents or prior industry experience is a plus.Who we are and what we doMomentive (NASDAQ: MNTV) (formerly SurveyMonkey) is a leader in agile experience management, delivering powerful, purpose-built solutions that bring together the best parts of humanity and technology to redefine AI. Momentive products, including GetFeedback, SurveyMonkey, and its brand and market insights solutions, empower decision-makers at 345,000 organizations worldwide to shape experiences. More than 20 million active users rely on Momentive to fuel market insights, brand insights, employee experience, customer experience, and product experience. Our vision is to raise the bar for human experiences by amplifying individual voices. Learn more at Momentive.ai.What we offer our employeesMomentive is a place where the curious come to grow and shape what's next. By embedding inclusion into our processes, policies, benefits, and culture for our 1,600+ employees across North America, Europe, and APAC, we're building a workplace where people of every background can excel.We've won multiple Culture and Employee awards, including Comparably's Best Workplace for Women and Diversity, and received recognition for our forward-looking benefits policies, including best workplace for parents, vendor benefits standards, our annual holiday refresh, retirement benefits, and Take 4 sabbaticals.Our commitment to an inclusive workplaceMomentive is an equal opportunity employer and is committed to providing a workplace free from harassment and discrimination. We celebrate the unique differences of our employees because that is what drives curiosity, innovation, and the success of our business. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, gender identity or expression, age, marital status, veteran status, disability status, pregnancy, parental status, genetic information, political affiliation, or any other status protected by the laws or regulations in the locations where we operate. Accommodations are available for applicants with disabilities.#LI-remote",https://ca.indeed.com/rc/clk?jk=fa5104389ce59a7a&fccid=7ce633552bb08ee6&vjs=3
Data Scientist -Remote,EPAM Systems,Remote in Canada,"EPAM is a leading global provider of digital platform engineering and development services. We are committed to having a positive impact on our customers, our employees, and our communities. We embrace a dynamic and inclusive culture. Here you will collaborate with multi-national teams, contribute to a myriad of innovative projects that deliver the most creative and cutting-edge solutions, and have an opportunity to continuously learn and grow. No matter where you are located, you will join a dedicated, creative, and diverse community that will help you discover your fullest potential.DescriptionYou are strategic, resilient, engaging with people and a natural self-starter. You have a passion for solving complex problems. If this sounds like you, this could be the perfect opportunity to join EPAM as a Data Scientist. Scroll down to learn more about the position’s responsibilities and requirements.Req. #306883212What You’ll DoConvert large volumes of structured and unstructured customer data using advanced analytical solutionsUse and fit different mathematical and econometric models and develop descriptive and predictive models that deliver better decisionsTurn analyzed data into actionable insights and business valueCreate high-quality data visualizationsCommunicate effectively with different departments and roles to discuss complex data-driven findings and technical mattersEducate and train others on Data Science related mattersEstimate, plan and coordinate the delivery of large projectsCreate Data Science solution architecturePropose Data Science holistic solutions for customer problemsFind the right data and methods to address themBuild and validate analytical modelsPresent the findings in a clear and informative wayRequirementsExtensive experience In Data focused applied mathematics (statistical analysis, machine learning)Extensive Experience in Deep Learning: Keras, TensorFlow, PyTorchExperience with RDBMS/SQLProgramming Experience (Python Preferred)Experience with Data analysis tools and libraries such as Python (NumPy/SciPy/scikit-learn/pandas/matplotlib)Exposure To Big Data stack (Spark/MLlib)Proficiency with at least one Cloud provider (AWS, Azure, GCP)Experience with Data Science solutions & Data visualizationExposure to Data MiningIn-depth domain understanding and ability to acquire new domain knowledgeWhat We OfferExtended Healthcare with Prescription Drugs, Dental and Vision Insurance (Company Paid)Life and AD&D Insurance (Company Paid)Employee Assistance Program (Company Paid)Unlimited access to LinkedIn learning solutionsLong-Term DisabilityRegistered Retirement Savings Plan (RRSP) with company matchPaid Time OffCritical Illness InsuranceEmployee DiscountsApply",https://ca.indeed.com/rc/clk?jk=e5a5d5f1a8f9bac4&fccid=532afac41b2663f7&vjs=3
Staff Data Scientist,Bolt,Canada,"We are witnessing a massive shift of consumer presence from offline to online. With it, there is a need for technologies that enable online businesses to thrive. Bolt is at the center of this universe leading the next generation of ecommerce, having created a best-in-class buying experience from checkout to fraud detection, payments and more. With our help, retailers can successfully compete with the online retail giants that have the means to invest in technology.The Data Platform team works closely with all teams and cross-functional partners (including product, engineering, and data analysts) to build a foundational data stack powering business analytics.We are looking for someone to play a mission-critical role in designing and building the data mining algorithms, and data analytics pipelines at Bolt. We’re looking for someone with the experience, creativity, and passion for producing world-class technology who can support our product, leadership and marketing teams with insights gained from analyzing our data. Other teams at Bolt, other companies, and consumers alike will rely heavily on what you build, and you’ll have a ton of trust and responsibility. If challenges excite you, and you’re ready for a large one, let us know.Check out our Engineering Blog!You will:Build production ready data mining and big data analytics algorithms and pipelines; your models will be the engine that powers all online commerce through BoltConduct data analysis to determine which policies we adopt and help inform strategic growthBuild statistical models, data pipelines, data mining, data analytics, and production ready services to serve offline and live trafficWork with other teams at Bolt to engineer data models and extract data insights that help improve Bolt businessAbout you:Passion to improve e-commerce businessesStrong communication skills in a cross-functional teamUnrelenting focus on impactAbility to formulate business problems into quantitative objectives and developing methodological solutionsMS/PhD in math, statistics, computer science, or other quantitative field5+ years of experience in developing ML/statistical models in an applied settingKnowledge of statistical concepts and techniques such as statistical inference, causal inference, or predictive modelingKnowledge of data mining, and big data analytics techniquesExperience with big data processing pipelines and orchestration toolsMastery in SQL or other big data processing languagesExperience with one of the programming languages such as Python, R, Java, ScalaBenefits:Competitive PayFlexible PTORetirement plansCell phone reimbursementWifi reimbursementComprehensive health coverage: Medical, dental and visionMonthly wellness stipendPaid parental leaveMonthly (virtual) team eventsBolt is proud to be an equal opportunity workplace. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records. If you have a disability or special need that requires accommodation, please let us know#LI-Remote",https://ca.indeed.com/rc/clk?jk=5914f1746251c479&fccid=2472edbe03e34796&vjs=3
Data Scientist,Circle,"Remote in Toronto, ON","Circle is a global financial technology firm that enables businesses of all sizes to harness the power of digital currency and public blockchains for payments, commerce and financial applications worldwide. Circle platforms and products provide a suite of internet-native financial services for payments, treasury infrastructure and capital formation. Circle is also a principal developer of USD Coin (USDC), which has become the fastest growing dollar digital currency in the world. USDC has grown to over 53+ billion in circulation and supported over $1.9+ trillion in transactions in the past year. Circle's payments and treasury infrastructure services available through the Circle Account and APIs helps bridge the legacy financial system and digital currency and blockchain based finance. Circle's SeedInvest service brings internet-native fundraising and capital formation to startups and growth companies. Combined, Circle's suite of services helps companies to participate in a more open, global and inclusive financial system.What you'll be part of:With the mission ""To raise global economic prosperity through the frictionless exchange of financial value,"" Circle was founded on the belief that the internet, blockchains and digital currency will rewire the global economic system, creating a fundamentally more open, inclusive, efficient and integrated world economy. We envision a global economy where people and businesses everywhere can more freely connect and transact with each other with new technologies for digital money and internet-native finance. We believe such a system can raise prosperity for people and companies everywhere. Our mission is powered by the values we espouse and which we expect all Circlers to respect. We are Multistakeholder, serving the needs of our customers, our shareholders, our employees and families, our local communities and our world. Furthermore, we are also Mindful, Driven by Excellence, and High Integrity.What you'll be responsible for:As a Data Scientist, Analytics at Circle, you'll work closely with product stakeholders and engineers to better understand our products and enable better decision making with data. Your job will include making sure teams are focused on the biggest opportunities, defining success metrics and goals, and communicating insights throughout the company. We are a passionate team with a deeply analytical mindset, and your work will support us in our mission to be a world-class company driven by data.What you'll work on:Own a domain end-to-end, understand the business problems, define and monitor key metrics, identify opportunities and drive conversations around where to invest engineering resourcesMeasure business performance, develop core metrics and create dashboards to track and understand them.Identify data, metrics and analyses needs for business partners; Initiate, develop and maintain data pipelines and data models that powers dashboards and data products with outstanding craftsmanship.Perform deep analyses and build models to understand customer behavior, and extract key insights that impact product decisions.Perform analyses and build models to understand customer behavior, extracting key insights and communicating to stakeholders to impact product decisionsCommunicate the state of business, experiments results and recommendations to a broad team and senior leadershipData collection and analysis of blockchain activity to understand trading activity, incentives, and how USDC fits in to the broader crypto ecosystemWhat you'll bring to Circle:3+ years of industry experience working with and analyzing large data setsExperience in data analyses using SQL and at least one programming language (e.g. R, Python)Understanding of statistics and experience applying them to business problemsExperience planning and executing analytical projectsBe able to proactively manage prioritization of work and deliver work with great quality and influence the broader team in creating leverage.Previous experience working with financial services data or crypto is a plus.Experience with Looker, Tableau or other business intelligence platforms.Domain experience in product, marketing, growth, or other business analytics, compliance, risk areas.Experience manipulating large amounts of structured and unstructured data.We are an equal opportunity employer and value diversity at Circle. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.#LI-Remote",https://ca.indeed.com/rc/clk?jk=65852f3c5c0d089b&fccid=4ad12104a44e9eb6&vjs=3
